fighter_id,firstname,lastname,nickname,wins,losses,draws,height,weight,reach,stance,dob,strikes_landed_per_min,striking_accuracy,strikes_absorbed_per_min,striking_defense,takedown_avg,takedown_accuracy,takedown_defense,submission_avg
103e2e33a60683e1,Irina,Alekseeva,Russian Ronda,5,4,0,68.0,135.0,67.0,0.0,1990.0,3.42,38.0,5.02,45.0,0.38,20.0,50.0,0.4
d35298b6df168456,Talita,Alencar,Problem Child,7,1,1,61.0,115.0,58.0,0.0,1990.0,2.91,37.0,3.36,55.0,3.02,26.0,66.0,0.6
fe5a9547479396ab,Jim,Alers,The Beast,13,3,0,69.0,145.0,71.0,0.0,1986.0,2.9,40.0,4.38,56.0,2.26,41.0,80.0,0.3
7a15f3694c5cbc02,John,Alessio,The Natural,35,17,0,70.0,155.0,72.0,0.0,1979.0,2.1,39.0,2.91,54.0,1.85,38.0,70.0,1.2
0541480fbf719d86,Houston,Alexander,The Assassin,17,15,1,72.0,205.0,72.0,0.0,1972.0,3.06,54.0,3.2,52.0,1.19,57.0,33.0,0.0
11583163f45c7b31,Lucas,Alexander,The Lion,8,5,0,71.0,145.0,73.0,0.0,1995.0,4.69,57.0,2.87,56.0,0.0,0.0,60.0,0.0
d53482bef23235ba,Marcio,Alexandre Junior,Lyoto,17,4,0,72.0,185.0,75.0,1.0,1989.0,1.61,45.0,2.89,42.0,0.35,20.0,66.0,0.7
9abc648e76c4493a,Bill,Algeo,Senor Perfecto,18,9,0,72.0,145.0,73.0,2.0,1989.0,5.88,51.0,4.38,47.0,1.03,50.0,55.0,0.1
ca28cdf526d6b6e9,Nurullo,Aliev,Tajik Eagle,11,0,0,70.0,155.0,72.0,0.0,2000.0,2.72,44.0,1.63,58.0,2.12,43.0,80.0,0.3
6db394bf6c3b017c,Leon,Aliu,The Albanian Lion,10,2,0,72.0,185.0,74.0,0.0,1989.0,6.32,50.0,10.11,38.0,0.0,0.0,0.0,0.0
040a74bb0a465c54,Arnold,Allen,Almighty,20,3,0,68.0,145.0,70.0,1.0,1994.0,3.45,41.0,2.88,61.0,0.93,47.0,75.0,0.3
2f181c0467965b98,Brendan,Allen,All In,26,7,0,74.0,185.0,75.0,0.0,1995.0,3.59,53.0,3.62,47.0,1.56,42.0,56.0,1.1
c4fe2e9a06ea5bcb,Ben,Alloway,Blanco,18,8,0,71.0,170.0,76.0,0.0,1981.0,1.28,49.0,1.9,59.0,0.62,50.0,26.0,0.0
8d3273573b85be09,Asu,Almabayev,Zulfikar,23,3,0,64.0,125.0,65.0,0.0,1994.0,2.31,50.0,1.99,53.0,4.46,42.0,44.0,1.5
a4dc0f2b95df4cc1,Bekzat,Almakhan,The Turan Warrior,12,3,0,67.0,135.0,68.0,0.0,1997.0,1.61,34.0,3.73,36.0,0.0,0.0,41.0,0.0
088aa1b19b2dc14a,John Dave,Almanza,The Striker,6,1,0,67.0,125.0,67.0,1.0,2004.0,1.92,41.0,5.75,27.0,0.0,0.0,0.0,0.0
91186547a7f3f758,Ricardo,Almeida,Big Dog,13,5,0,72.0,170.0,74.0,0.0,1976.0,2.02,49.0,1.2,61.0,3.74,38.0,31.0,1.2
2b074403b7c6cdb4,Thomas,Almeida,Thominhas,22,5,0,67.0,145.0,70.0,1.0,1991.0,4.84,43.0,4.93,61.0,0.17,14.0,75.0,0.0
41e83a89929d1327,Jailton,Almeida,Malhadinho,22,4,0,75.0,237.0,79.0,0.0,1991.0,2.25,66.0,1.02,35.0,6.66,62.0,60.0,2.0
64d47ef881a437a4,Cesar,Almeida,Cesinha,7,1,0,73.0,185.0,74.0,0.0,1988.0,4.16,58.0,2.32,48.0,0.0,0.0,60.0,0.3
49b130de1da2e1bf,Sarah,Alpar,Too Sweet,9,6,0,64.0,135.0,63.0,1.0,1991.0,2.36,44.0,6.06,38.0,1.61,26.0,20.0,0.4
e87a13e02c01331d,Ali,AlQaisi,The Royal Fighter,8,5,0,66.0,135.0,68.0,0.0,1990.0,2.43,42.0,1.97,56.0,3.5,29.0,60.0,1.0
dc7927cd622676a7,Victor,Altamirano,El Magnifico,12,5,0,68.0,125.0,70.0,2.0,1991.0,4.58,53.0,3.82,53.0,2.88,38.0,63.0,0.0
430c533614d45813,Patricia,Alujas,The Angel,9,3,0,64.0,115.0,64.0,0.0,1996.0,5.83,31.0,9.25,44.0,0.0,0.0,0.0,0.0
58bbef3770bb2dfc,Joel,Alvarez,El Fenomeno,23,3,0,75.0,155.0,77.0,0.0,1993.0,4.78,55.0,3.07,54.0,0.19,33.0,47.0,1.1
31ee470ef5dc8d7f,Thiago,Alves,Pitbull,23,15,0,69.0,170.0,70.0,0.0,1983.0,3.73,41.0,3.42,62.0,0.71,60.0,63.0,0.3
029afd138865d20a,Rafael,Alves,The Turn,20,12,0,68.0,155.0,68.0,0.0,1990.0,1.85,48.0,3.3,58.0,0.29,25.0,44.0,1.5
d156513a19acf856,Sam,Alvey,Smile'N,33,18,1,74.0,185.0,75.0,1.0,1986.0,3.28,44.0,3.63,52.0,0.06,14.0,82.0,0.1
f4abf9aeda861283,Christopher,Alvidrez,The Newborn,7,1,0,72.0,170.0,74.0,0.0,1996.0,6.97,62.0,2.11,50.0,0.0,0.0,100.0,0.0
1e327b281ef6a745,Adlan,Amagov,Borz,14,2,1,74.0,170.0,76.0,0.0,1986.0,3.29,47.0,0.82,78.0,5.84,56.0,100.0,0.0
41cc71cbf210e0fe,Hyder,Amil,The Hurricane,11,2,0,69.0,145.0,70.0,2.0,1990.0,5.81,52.0,3.95,51.0,0.56,18.0,65.0,0.8
87a1dc546b1c5caf,Makwan,Amirkhani,Mr. Finland,17,9,0,70.0,145.0,72.0,1.0,1988.0,1.33,44.0,2.98,46.0,3.96,43.0,35.0,1.1
cad24459b28592ca,Eryk,Anders,Ya Boi,17,9,0,73.0,185.0,75.0,1.0,1987.0,3.51,48.0,4.09,50.0,1.75,24.0,80.0,0.1
5e4eec08896c9423,Corey,Anderson,Overtime,14,5,0,75.0,205.0,79.0,0.0,1989.0,4.43,46.0,2.22,59.0,4.89,50.0,83.0,0.0
17615148dd4be6f6,Tatsuya,Ando,Kirinji,14,4,1,64.0,145.0,68.0,1.0,1990.0,0.93,19.0,4.93,50.0,0.0,0.0,0.0,0.0
6a1901c62ab3870f,Jessica,Andrade,Bate Estaca,26,15,0,61.0,115.0,62.0,0.0,1991.0,6.37,48.0,5.58,54.0,2.1,54.0,75.0,0.3
00debc804e2b1cd4,Dylan,Andrews,The Villain,18,7,0,73.0,185.0,74.0,2.0,1979.0,2.21,50.0,2.72,46.0,2.83,50.0,57.0,0.4
c7c39e2fb70248b3,Chad,Anheliger,The Monster,13,8,0,66.0,135.0,64.0,0.0,1986.0,3.11,46.0,2.76,53.0,0.68,30.0,38.0,0.5
25b31165758402dd,Adam,Antolin,Captain Chaos,12,3,0,65.0,125.0,63.0,0.0,1982.0,5.73,52.0,5.0,69.0,0.0,0.0,100.0,0.0
4665f9f909cd7214,Shinsho,Anzai,Animal,10,3,0,67.0,170.0,70.0,0.0,1985.0,3.23,58.0,3.75,45.0,1.83,16.0,75.0,0.0
71002dbc1743b9a7,Felipe,Arantes,Sertanejo,18,10,1,68.0,135.0,73.0,0.0,1988.0,2.37,45.0,2.66,64.0,0.93,47.0,41.0,0.7
36541f1e6c5d4955,Viviane,Araujo,Vivi,13,7,0,64.0,125.0,68.0,0.0,1986.0,3.84,47.0,4.83,55.0,1.72,43.0,75.0,0.6
e4ba58725825412d,Dan,Argueta,The Determined,9,3,0,67.0,135.0,68.0,1.0,1993.0,2.48,43.0,3.44,50.0,4.36,35.0,55.0,1.4
3738e68d2261e60f,Andrei,Arlovski,The Pitbull,34,24,0,75.0,240.0,77.0,0.0,1979.0,3.82,45.0,3.22,57.0,0.37,35.0,76.0,0.2
a90c200c3fbb22c4,Eli,Aronov,The Israeli Tank,6,1,0,70.0,185.0,72.0,0.0,1996.0,8.92,68.0,6.49,38.0,12.16,100.0,0.0,0.0
c136b2a8852da5bd,Akbarh,Arreola,El Caballero,23,11,1,70.0,155.0,71.0,1.0,1983.0,2.32,45.0,4.01,56.0,1.07,100.0,33.0,0.4
de62052b2ede65ba,Matt,Arroyo,No Regard,3,3,0,70.0,170.0,72.0,0.0,1982.0,1.62,47.0,2.01,58.0,2.12,36.0,100.0,5.3
a373085066dbfb54,Teddy,Ash,Bear,14,5,0,73.0,185.0,73.0,2.0,1989.0,7.27,61.0,6.8,28.0,0.0,0.0,100.0,0.0
c739c2995a275314,Yanal,Ashmouz,Red Fox,8,2,0,69.0,155.0,69.0,0.0,1995.0,2.88,50.0,4.78,50.0,3.24,38.0,64.0,0.0
2abc414136504554,Askar,Askar,AK-47,11,1,0,67.0,145.0,69.0,0.0,1994.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b1d19449397541dc,Askar,Askarov,Bullet,14,1,1,66.0,125.0,67.0,0.0,1992.0,3.05,54.0,2.8,57.0,2.6,24.0,66.0,0.4
9be6020024133293,Cyril,Asker,Silverback,9,4,0,72.0,247.0,74.0,0.0,1985.0,3.35,39.0,5.82,35.0,4.41,62.0,100.0,0.9
5c10da56d712ac9c,Khusein,Askhabov,Nohcho,23,1,0,68.0,145.0,69.0,0.0,1995.0,2.0,26.0,4.13,56.0,0.0,0.0,66.0,0.0
0b31f87be71ebbb1,Ben,Askren,Funky,19,2,0,71.0,170.0,73.0,0.0,1984.0,3.64,49.0,5.66,36.0,4.33,55.0,0.0,0.9
6e8f1bcdda94ff45,Ibo,Aslan,The Last Ottoman,14,3,0,75.0,205.0,77.0,0.0,1996.0,5.09,47.0,3.47,59.0,0.0,0.0,86.0,0.0
e56cee1ad697db04,Steven,Asplund,Concrete,6,1,0,77.0,261.0,78.0,0.0,1998.0,41.25,64.0,7.5,71.0,0.0,0.0,0.0,0.0
01c9e4013afce141,Michael,Aswell Jr.,The Texas Kid,11,3,0,68.0,145.0,69.0,0.0,2000.0,9.56,45.0,7.79,54.0,0.0,0.0,57.0,0.0
210935fd21670f6d,Rich,Attonito,The Raging Bull,10,5,0,70.0,170.0,72.0,0.0,1977.0,2.28,47.0,2.13,59.0,0.74,37.0,75.0,0.0
55ee431411ccf07a,Olivier,Aubin-Mercier,The Canadian Gangster,11,5,0,69.0,155.0,70.0,1.0,1989.0,2.48,51.0,2.97,55.0,2.36,33.0,70.0,0.5
04643fd03d9159cc,Marcus,Aurelio,Maximus,22,10,0,70.0,155.0,74.0,0.0,1973.0,1.42,33.0,2.27,59.0,1.69,27.0,27.0,1.3
8753e125f4499816,Blas,Avena,The Disciple,8,7,0,72.0,170.0,74.0,0.0,1983.0,2.34,47.0,3.36,43.0,2.37,80.0,50.0,1.8
86d9dbe1bfcbade7,Julia,Avila,Raging Panda,9,4,0,67.0,135.0,68.0,0.0,1988.0,2.81,42.0,3.28,55.0,0.63,37.0,52.0,0.2
46d0a888d87d91ac,Abu,Azaitar,Captain Morocco,14,4,1,69.0,185.0,76.0,0.0,1986.0,4.38,43.0,4.32,51.0,1.0,37.0,42.0,0.0
ee18ff42063174df,Ottman,Azaitar,Bulldozer,13,3,0,68.0,155.0,71.0,2.0,1990.0,4.43,44.0,4.11,52.0,0.0,0.0,100.0,0.0
fd5b6598a3b70c0a,Seth,Baczynski,The Polish Pistola,20,14,0,75.0,170.0,75.0,0.0,1981.0,3.08,31.0,3.14,51.0,0.89,16.0,48.0,0.8
c0ab242c40decc55,Ryan,Bader,Darth,23,5,0,74.0,205.0,74.0,0.0,1983.0,2.82,43.0,1.39,71.0,3.37,44.0,80.0,0.4
82d4c957649faf9b,Miguel,Baeza,Caramel Thunder,10,4,0,74.0,170.0,74.0,0.0,1992.0,4.09,49.0,5.92,46.0,0.36,22.0,54.0,2.0
3dd92ff9fb0412b3,Ali,Bagautinov,Puncher,15,6,0,64.0,125.0,65.0,0.0,1985.0,2.85,42.0,3.09,52.0,2.51,36.0,65.0,0.3
a52bc1e62cf0b7c6,Melsik,Baghdasaryan,The Gun,8,3,0,69.0,145.0,70.0,1.0,1992.0,5.04,59.0,3.14,56.0,0.0,0.0,72.0,0.0
aec185309b4843d0,Siyar,Bahadurzada,The Great,24,8,1,71.0,170.0,73.0,0.0,1984.0,2.91,40.0,3.23,49.0,1.32,61.0,62.0,0.3
e4a47b07044ddd72,Ignacio,Bahamondes,La Jaula,17,6,0,75.0,155.0,75.0,0.0,1997.0,6.55,45.0,4.33,56.0,0.0,0.0,75.0,0.4
8f313e9c3a39c06e,Bahatebole,Batebolati,Lion King,10,1,1,68.0,170.0,71.0,1.0,1997.0,4.02,45.0,4.83,61.0,1.34,66.0,100.0,0.0
04b39f4e8eb59d7c,Oluwale,Bamgbose,Holy War Angel,6,4,0,71.0,185.0,78.0,2.0,1987.0,2.45,48.0,2.7,55.0,0.94,33.0,37.0,0.0
9a2d3567abc02e34,Tae Hyun,Bang,Supernatural,18,10,0,69.0,155.0,71.0,2.0,1983.0,2.72,38.0,2.07,66.0,0.49,33.0,57.0,0.5
9c442aaf149ea982,Shauna,Bannon,Mama B,7,2,0,65.0,115.0,65.0,2.0,1993.0,4.32,43.0,3.75,45.0,0.0,0.0,40.0,0.7
1c23ec2f1b71be40,Iwo,Baraniewski,Rudy,6,0,0,72.0,205.0,73.0,0.0,1998.0,12.0,66.0,6.0,33.0,0.0,0.0,0.0,0.0
2c99576fefe53c7c,Renan,Barao,The Baron,34,9,0,66.0,145.0,70.0,0.0,1987.0,3.78,36.0,3.9,57.0,1.49,41.0,91.0,0.5
6a740daf1b279661,Maycee,Barber,The Future,14,2,0,65.0,125.0,65.0,2.0,1998.0,4.7,53.0,2.9,54.0,1.44,43.0,53.0,0.1
a331233f597090a5,Bryan,Barberena,Bam Bam,18,12,0,72.0,185.0,72.0,1.0,1989.0,5.35,48.0,4.59,44.0,0.13,22.0,50.0,0.3
27b388f0aab49780,Dione,Barbosa,The Witch,8,4,0,66.0,125.0,66.0,0.0,1992.0,2.27,45.0,2.45,66.0,2.23,42.0,50.0,1.9
c85bad793cd14e28,Marcio,Barbosa,Ticoto,17,2,0,66.0,145.0,70.0,0.0,1998.0,8.27,47.0,7.56,50.0,0.0,0.0,100.0,0.0
64a50dad704d1d49,Edson,Barboza,Junior,24,13,0,71.0,155.0,75.0,0.0,1986.0,4.14,44.0,4.6,55.0,0.43,50.0,73.0,0.1
b7c5eb7cdbac6a63,Danny,Barlow,LeftHand2God,9,2,0,74.0,185.0,79.0,1.0,1995.0,5.81,51.0,4.65,52.0,0.0,0.0,100.0,0.0
172c2135e70f87b7,Luke,Barnatt,The Bigslow,13,4,0,78.0,185.0,77.0,0.0,1988.0,4.43,36.0,3.87,59.0,0.63,42.0,63.0,0.4
c06a5c95f1169c0b,James,Barnes,Mooka,14,5,0,68.0,135.0,71.0,0.0,1982.0,0.57,34.0,3.02,39.0,1.08,16.0,40.0,0.0
e575b6ff678c1aca,Shonte,Barnes,Shyne,6,2,1,71.0,185.0,76.0,1.0,1987.0,2.32,38.0,1.55,67.0,0.0,0.0,60.0,0.0
ad3f53c454cbbead,Josh,Barnett,The Warmaster,35,8,0,75.0,250.0,78.0,0.0,1977.0,3.2,50.0,2.11,57.0,1.26,55.0,55.0,1.4
7a5e8c94a86f9895,Chris,Barnett,Beastboy,23,10,0,69.0,261.0,75.0,0.0,1986.0,3.36,47.0,6.55,36.0,0.0,0.0,35.0,0.0
1652f3213655b935,Phil,Baroni,The New York Bad Ass,15,18,0,69.0,170.0,72.0,0.0,1976.0,2.77,45.0,3.93,40.0,1.46,47.0,60.0,0.5
d21113c9ff3788ae,Peter,Barrett,Slippery,11,5,0,70.0,145.0,73.0,1.0,1986.0,4.18,61.0,4.32,42.0,1.39,22.0,66.0,0.0
8e9eb3fc86db0f7d,Marc-Andre,Barriault,Powerbar,17,10,0,73.0,185.0,74.0,0.0,1990.0,5.7,47.0,5.63,50.0,0.37,28.0,68.0,0.1
b69f24c500d783e7,Francimar,Barroso,Bodao,19,7,0,73.0,205.0,75.0,0.0,1980.0,2.77,52.0,3.07,59.0,2.22,24.0,83.0,0.0
658c3465581ae46b,Pat,Barry,HD,8,7,0,71.0,235.0,74.0,0.0,1979.0,2.72,52.0,3.54,59.0,0.0,0.0,76.0,0.2
a6f3d15cb84334bb,Dean,Barry,The Sniper,4,2,0,70.0,170.0,72.0,0.0,1992.0,9.31,40.0,4.66,51.0,0.0,0.0,100.0,0.0
be0b310a12eb80b4,Enrique,Barzola,El Fuerte,17,5,2,67.0,145.0,70.0,0.0,1989.0,3.91,41.0,2.97,68.0,4.2,45.0,66.0,0.3
bbab3baf66128ae2,Javid,Basharat,The Snow Leopard,14,2,0,69.0,135.0,69.0,0.0,1995.0,5.41,53.0,2.96,61.0,1.62,40.0,83.0,0.2
a09ed60aa67a3f67,Farid,Basharat,Ferocious,14,0,0,68.0,135.0,71.0,0.0,1997.0,4.05,52.0,2.47,60.0,3.6,47.0,72.0,0.4
e1f8beeb6d2d871a,Namsrai,Batbayar,Steppe Warrior,9,1,0,64.0,125.0,68.0,0.0,2000.0,3.5,39.0,3.58,45.0,2.15,25.0,0.0,1.1
f626118b6da0e020,Bryan,Battle,The Butcher,13,2,0,73.0,185.0,77.0,0.0,1994.0,5.12,52.0,4.11,44.0,0.77,17.0,53.0,0.4
c9a94278df042f46,Alan,Baudot,The Black Samourai,8,3,0,75.0,243.0,79.0,0.0,1988.0,5.36,58.0,4.82,46.0,0.0,0.0,62.0,0.0
55f446032177b119,Chris,Beal,Real Deal,10,5,0,67.0,125.0,69.0,0.0,1985.0,3.45,35.0,3.18,61.0,1.6,58.0,78.0,0.2
3a6ac598320ca7f2,Donovan,Beard,The Highlight Reel,7,2,0,74.0,185.0,78.0,0.0,1989.0,0.0,0.0,5.77,28.0,0.0,0.0,0.0,0.0
ffc3e6daaa6da0b7,Johnny,Bedford,Brutal,21,13,1,70.0,135.0,71.0,0.0,1983.0,4.53,50.0,1.75,63.0,1.83,62.0,62.0,0.0
40a456a25d52ee65,Rolando,Bedoya,The Machine,14,5,0,71.0,155.0,74.0,0.0,1997.0,6.23,47.0,5.5,52.0,0.0,0.0,75.0,0.2
d6ed764f8b78d32a,Allan,Begosso,Mini,7,2,1,65.0,135.0,66.0,0.0,1995.0,1.8,40.0,7.73,34.0,0.0,0.0,25.0,2.0
3bc3f60b21cddc6a,Azamat,Bekoev,Iron,20,4,0,72.0,185.0,72.0,0.0,1995.0,4.07,45.0,7.66,31.0,4.49,45.0,80.0,0.0
d7e40dca3ae125be,Diana,Belbita,The Warrior Princess,15,10,0,67.0,125.0,68.0,0.0,1996.0,6.45,41.0,6.55,51.0,0.86,62.0,64.0,0.0
4130a743d9d22163,Alan,Belcher,The Talent,18,8,0,74.0,185.0,75.0,0.0,1984.0,2.7,41.0,3.1,59.0,0.44,26.0,55.0,0.9
0ee783aa00e468f0,Vitor,Belfort,The Phenom,26,14,0,72.0,185.0,74.0,1.0,1977.0,1.59,46.0,2.83,50.0,1.02,60.0,53.0,0.6
69898645d600abdb,Rodolfo,Bellato,Trator,12,3,1,75.0,205.0,75.0,0.0,1996.0,5.13,59.0,5.86,46.0,1.44,35.0,94.0,0.2
c3f6db17cea09ca7,Danilo,Belluardo,Caterpillar,12,5,0,72.0,155.0,74.0,1.0,1994.0,1.52,61.0,4.79,41.0,3.5,100.0,50.0,0.0
46baf0f57edfa4df,Joey,Beltran,The Mexicutioner,17,14,0,73.0,185.0,75.0,0.0,1981.0,4.92,36.0,5.27,54.0,0.48,18.0,75.0,0.0
ec71a892fada28c7,Marco,Beltran,Psycho,8,6,0,68.0,125.0,69.0,0.0,1986.0,2.07,37.0,1.93,63.0,0.7,50.0,46.0,0.2
436f970c9ea9169c,Gabriel,Benitez,Moggly,23,13,0,68.0,155.0,71.0,1.0,1988.0,5.26,41.0,4.49,63.0,0.22,50.0,55.0,0.9
404ecb2700844072,DeAnna,Bennett,The Argentine Assassin,8,3,1,64.0,125.0,68.0,0.0,1984.0,3.13,58.0,3.27,58.0,0.0,0.0,0.0,1.0
7030c27fc9778964,Benjamin,Bennett,Mr. Alaska,7,1,0,72.0,170.0,73.0,2.0,1994.0,4.53,54.0,4.53,65.0,6.0,60.0,0.0,0.0
20999e27ddd94bda,Ryan,Benoit,Baby Face,10,8,0,65.0,125.0,68.0,0.0,1989.0,2.88,39.0,3.65,58.0,0.28,22.0,72.0,0.4
6f242453c91a5af0,Dennis,Bermudez,The Menace,17,9,0,66.0,155.0,66.0,0.0,1986.0,4.42,46.0,3.07,59.0,3.89,40.0,82.0,1.1
2dc1bc1a02961656,Manny,Bermudez,The Bermudez Triangle,14,2,0,70.0,145.0,71.0,0.0,1994.0,2.92,61.0,2.68,46.0,3.06,54.0,0.0,3.1
0b8d512c79b4baf3,Matt,Bessette,The Mangler,22,9,0,70.0,145.0,70.0,0.0,1984.0,4.36,41.0,4.45,58.0,0.64,28.0,61.0,0.3
9cd047a828dd7515,KB,Bhullar,The Bengal,8,2,0,76.0,185.0,78.0,2.0,1991.0,4.31,49.0,5.39,45.0,0.0,0.0,0.0,0.0
87f19d19f4cb73f8,Bibulatov,Magomed,Chaborz,14,2,0,65.0,125.0,65.0,0.0,1988.0,3.6,51.0,1.83,52.0,2.85,40.0,75.0,0.0
5095b0920a3602aa,Blake,Bilder,El Animal,8,2,1,68.0,145.0,68.0,2.0,1990.0,3.81,48.0,4.15,53.0,0.31,7.0,71.0,0.6
c5a126ace82a6025,Anthony,Birchak,El Toro,16,8,0,68.0,135.0,69.0,0.0,1986.0,3.93,36.0,3.67,56.0,0.48,14.0,61.0,0.5
2b93ebd9f5417ad2,Michael,Bisping,The Count,30,9,0,73.0,185.0,75.0,0.0,1979.0,4.33,38.0,2.71,65.0,1.05,43.0,63.0,0.3
a653cb5eb4b39339,Caio,Bittencourt,Leao,14,7,0,72.0,185.0,75.0,0.0,1991.0,0.29,16.0,0.57,33.0,0.0,0.0,0.0,0.0
dd6ec6f941c3a414,Davi,Bittencourt,The Black,14,4,0,65.0,135.0,65.0,0.0,1994.0,4.15,66.0,1.51,46.0,14.15,33.0,0.0,0.0
7e69a4b0961aa555,Brad,Blackburn,Bad Brad,18,13,1,70.0,170.0,73.0,0.0,1977.0,4.55,35.0,3.59,65.0,0.93,50.0,76.0,0.7
0e5c79b3594ff0ad,Sherrard,Blackledge,The Thriller,5,1,0,71.0,155.0,75.0,0.0,1993.0,3.7,49.0,3.13,55.0,4.0,33.0,42.0,0.0
da22387a0407a2dc,Da'Mon,Blackshear,The Monster,17,8,1,70.0,135.0,72.0,2.0,1994.0,4.33,45.0,4.19,52.0,1.48,33.0,71.0,1.5
0f4a536507f33576,Chasen,Blair,Mestizo,7,4,0,70.0,155.0,71.0,0.0,1998.0,4.31,39.0,5.39,55.0,0.0,0.0,100.0,0.0
669970f7feba8ecd,Erin,Blanchfield,Cold Blooded,14,2,0,64.0,125.0,66.0,0.0,1999.0,5.24,44.0,4.25,58.0,1.96,34.0,78.0,0.9
4a1329cc8eb0928a,Maximo,Blanco,Maxi,12,8,1,68.0,145.0,71.0,0.0,1983.0,4.11,44.0,3.19,66.0,1.85,36.0,63.0,0.3
fa6796c55d6c5440,Curtis,Blaydes,Razor,19,5,0,76.0,265.0,80.0,0.0,1991.0,3.56,50.0,2.0,58.0,5.38,48.0,31.0,0.0
